home_team,away_team,home_goals,away_goals,date,league_slug
Uruguay,Colombia,0,0,1989-08-06,international-friendly
Venezuela,Chile,1,3,1989-08-06,international-fifa-world-cup-qualification
Mexico,South Korea,4,2,1989-08-10,international-marlboro-cup
Egypt,Malawi,1,0,1989-08-12,international-fifa-world-cup-qualification
Kenya,Liberia,1,0,1989-08-12,international-fifa-world-cup-qualification
Nigeria,Angola,1,0,1989-08-12,international-fifa-world-cup-qualification
Cameroon,Gabon,2,1,1989-08-13,international-fifa-world-cup-qualification
Chile,Brazil,1,1,1989-08-13,international-fifa-world-cup-qualification
DR Congo,Zambia,1,0,1989-08-13,international-fifa-world-cup-qualification
El Salvador,Trinidad and Tobago,0,0,1989-08-13,international-concacaf-championship
Ivory Coast,Zimbabwe,5,0,1989-08-13,international-fifa-world-cup-qualification
Morocco,Tunisia,0,0,1989-08-13,international-fifa-world-cup-qualification
United States,South Korea,1,2,1989-08-13,international-marlboro-cup
Sweden,France,2,4,1989-08-16,international-friendly
Bolivia,Peru,2,1,1989-08-20,international-fifa-world-cup-qualification
Brazil,Venezuela,6,0,1989-08-20,international-fifa-world-cup-qualification
Colombia,Ecuador,2,0,1989-08-20,international-fifa-world-cup-qualification
Guatemala,Trinidad and Tobago,0,1,1989-08-20,international-concacaf-championship
Indonesia,Brunei,6,0,1989-08-21,international-southeast-asian-games
Malaysia,Philippines,3,0,1989-08-21,international-southeast-asian-games
Thailand,Myanmar,3,0,1989-08-22,international-southeast-asian-games
Austria,Iceland,2,1,1989-08-23,international-fifa-world-cup-qualification
Belgium,Denmark,3,0,1989-08-23,international-friendly
Finland,Yugoslavia,2,2,1989-08-23,international-friendly
German DR,Bulgaria,1,1,1989-08-23,international-friendly
Norway,Greece,0,0,1989-08-23,international-friendly
Poland,Russia,1,1,1989-08-23,international-friendly
Malaysia,Brunei,2,1,1989-08-23,international-southeast-asian-games
Indonesia,Philippines,5,1,1989-08-23,international-southeast-asian-games
Singapore,Thailand,1,1,1989-08-24,international-southeast-asian-games
Algeria,Ivory Coast,1,0,1989-08-25,international-fifa-world-cup-qualification
Brunei,Philippines,2,0,1989-08-25,international-southeast-asian-games
Malaysia,Indonesia,2,0,1989-08-25,international-southeast-asian-games
Egypt,Kenya,2,0,1989-08-26,international-fifa-world-cup-qualification
Malawi,Liberia,0,0,1989-08-26,international-fifa-world-cup-qualification
Singapore,Myanmar,4,0,1989-08-26,international-southeast-asian-games
Cameroon,Nigeria,1,0,1989-08-27,international-fifa-world-cup-qualification
Chile,Venezuela,5,0,1989-08-27,international-fifa-world-cup-qualification
Gabon,Angola,1,0,1989-08-27,international-fifa-world-cup-qualification
Morocco,DR Congo,1,1,1989-08-27,international-fifa-world-cup-qualification
Paraguay,Colombia,2,1,1989-08-27,international-fifa-world-cup-qualification
Peru,Uruguay,0,2,1989-08-27,international-fifa-world-cup-qualification
Tunisia,Zambia,1,0,1989-08-27,international-fifa-world-cup-qualification
Singapore,Indonesia,1,0,1989-08-28,international-southeast-asian-games
Malaysia,Thailand,1,0,1989-08-28,international-southeast-asian-games
Indonesia,Thailand,1,1,1989-08-30,international-southeast-asian-games
Portugal,Romania,0,0,1989-08-31,international-friendly
Malaysia,Singapore,3,1,1989-08-31,international-southeast-asian-games
Trinidad and Tobago,Panama,2,0,1989-09-01,international-friendly
Bolivia,Uruguay,2,1,1989-09-03,international-fifa-world-cup-qualification
Brazil,Chile,1,0,1989-09-03,international-fifa-world-cup-qualification
Ecuador,Colombia,0,0,1989-09-03,international-fifa-world-cup-qualification
Trinidad and Tobago,Guatemala,2,1,1989-09-03,international-concacaf-championship
Czechoslovakia,Romania,2,0,1989-09-05,international-friendly
Norway,France,1,1,1989-09-05,international-fifa-world-cup-qualification
Poland,Greece,3,0,1989-09-05,international-friendly
Austria,Russia,0,0,1989-09-06,international-fifa-world-cup-qualification
Belgium,Portugal,3,0,1989-09-06,international-fifa-world-cup-qualification
Finland,Wales,1,0,1989-09-06,international-fifa-world-cup-qualification
Iceland,German DR,0,3,1989-09-06,international-fifa-world-cup-qualification
Republic of Ireland,Germany,1,1,1989-09-06,international-friendly
Netherlands,Denmark,2,2,1989-09-06,international-friendly
Northern Ireland,Hungary,1,2,1989-09-06,international-fifa-world-cup-qualification
Sweden,England,0,0,1989-09-06,international-fifa-world-cup-qualification
Yugoslavia,Scotland,3,1,1989-09-06,international-fifa-world-cup-qualification
Paraguay,Ecuador,2,1,1989-09-10,international-fifa-world-cup-qualification
Peru,Bolivia,1,2,1989-09-10,international-fifa-world-cup-qualification
South Korea,Egypt,0,1,1989-09-16,international-friendly
Colombia,Paraguay,2,1,1989-09-17,international-fifa-world-cup-qualification
El Salvador,United States,0,1,1989-09-17,international-concacaf-championship
Uruguay,Bolivia,2,0,1989-09-17,international-fifa-world-cup-qualification
Iceland,Turkey,2,1,1989-09-20,international-fifa-world-cup-qualification
Italy,Bulgaria,4,0,1989-09-20,international-friendly
Kuwait,China PR,2,0,1989-09-20,international-friendly
Spain,Poland,1,0,1989-09-20,international-friendly
Switzerland,Portugal,1,2,1989-09-20,international-fifa-world-cup-qualification
Yugoslavia,Greece,3,0,1989-09-20,international-friendly
Bangladesh,Sri Lanka,3,0,1989-09-21,international-south-asian-games
Kuwait,Qatar,1,0,1989-09-22,international-friendly
Ecuador,Paraguay,3,1,1989-09-24,international-fifa-world-cup-qualification
Uruguay,Peru,2,0,1989-09-24,international-fifa-world-cup-qualification
Kuwait,Egypt,0,0,1989-09-25,international-friendly
India,Sri Lanka,2,1,1989-09-25,international-south-asian-games
Germany,Finland,6,1,1989-10-04,international-fifa-world-cup-qualification
Malta,Austria,1,2,1989-10-04,international-friendly
Czechoslovakia,Portugal,2,1,1989-10-06,international-fifa-world-cup-qualification
Algeria,Egypt,0,0,1989-10-08,international-fifa-world-cup-qualification
Cameroon,Tunisia,2,0,1989-10-08,international-fifa-world-cup-qualification
German DR,Russia,2,1,1989-10-08,international-fifa-world-cup-qualification
Guatemala,United States,0,0,1989-10-08,international-concacaf-championship
Sweden,Albania,3,1,1989-10-08,international-fifa-world-cup-qualification
Bulgaria,Greece,4,0,1989-10-11,international-fifa-world-cup-qualification
Cyprus,Malta,0,0,1989-10-11,international-friendly
Denmark,Romania,3,0,1989-10-11,international-fifa-world-cup-qualification
France,Scotland,3,0,1989-10-11,international-fifa-world-cup-qualification
Hungary,Spain,2,2,1989-10-11,international-fifa-world-cup-qualification
Republic of Ireland,Northern Ireland,3,0,1989-10-11,international-fifa-world-cup-qualification
Luxembourg,Portugal,0,3,1989-10-11,international-fifa-world-cup-qualification
Poland,England,0,0,1989-10-11,international-fifa-world-cup-qualification
Switzerland,Belgium,2,2,1989-10-11,international-fifa-world-cup-qualification
Wales,Netherlands,1,2,1989-10-11,international-fifa-world-cup-qualification
Yugoslavia,Norway,1,0,1989-10-11,international-fifa-world-cup-qualification
China PR,Saudi Arabia,2,1,1989-10-12,international-fifa-world-cup-qualification
United Arab Emirates,North Korea,0,0,1989-10-12,international-fifa-world-cup-qualification
South Korea,Qatar,0,0,1989-10-13,international-fifa-world-cup-qualification
Italy,Brazil,0,1,1989-10-14,international-friendly
Colombia,Israel,1,0,1989-10-15,international-fifa-world-cup-qualification
Iraq,Kuwait,1,0,1989-10-15,international-friendly
South Korea,North Korea,1,0,1989-10-16,international-fifa-world-cup-qualification
Qatar,Saudi Arabia,1,1,1989-10-16,international-fifa-world-cup-qualification
China PR,United Arab Emirates,1,2,1989-10-17,international-fifa-world-cup-qualification
China PR,South Korea,0,1,1989-10-20,international-fifa-world-cup-qualification
North Korea,Qatar,2,0,1989-10-20,international-fifa-world-cup-qualification
Maldives,Nepal,0,0,1989-10-20,international-south-asian-games
Saudi Arabia,United Arab Emirates,0,0,1989-10-21,international-fifa-world-cup-qualification
Liberia,Guinea,2,0,1989-10-22,international-friendly
Trinidad and Tobago,Finland,0,1,1989-10-22,international-friendly
Pakistan,Nepal,0,0,1989-10-22,international-south-asian-games
Bangladesh,India,1,1,1989-10-23,international-south-asian-games
North Korea,China PR,0,1,1989-10-24,international-fifa-world-cup-qualification
United Arab Emirates,Qatar,1,1,1989-10-24,international-fifa-world-cup-qualification
Pakistan,Maldives,2,0,1989-10-24,international-south-asian-games
Belgium,Luxembourg,1,1,1989-10-25,international-fifa-world-cup-qualification
Czechoslovakia,Switzerland,3,0,1989-10-25,international-fifa-world-cup-qualification
Hungary,Greece,1,1,1989-10-25,international-friendly
Kuwait,Norway,2,2,1989-10-25,international-friendly
Malta,German DR,0,4,1989-10-25,international-friendly
Poland,Sweden,0,2,1989-10-25,international-fifa-world-cup-qualification
Saudi Arabia,South Korea,0,2,1989-10-25,international-fifa-world-cup-qualification
Trinidad and Tobago,Finland,2,0,1989-10-25,international-friendly
Turkey,Austria,3,0,1989-10-25,international-fifa-world-cup-qualification
India,Nepal,2,1,1989-10-26,international-south-asian-games
Pakistan,Bangladesh,1,0,1989-10-26,international-south-asian-games
Cyprus,Yugoslavia,1,2,1989-10-28,international-fifa-world-cup-qualification
Fiji,Papua New Guinea,2,1,1989-10-28,international-melanesia-cup
Qatar,China PR,2,1,1989-10-28,international-fifa-world-cup-qualification
Saudi Arabia,North Korea,2,0,1989-10-28,international-fifa-world-cup-qualification
Solomon Islands,Vanuatu,2,0,1989-10-28,international-melanesia-cup
United Arab Emirates,South Korea,1,1,1989-10-28,international-fifa-world-cup-qualification
Fiji,Vanuatu,2,1,1989-10-30,international-melanesia-cup
Israel,Colombia,0,0,1989-10-30,international-fifa-world-cup-qualification
Kuwait,Lebanon,5,0,1989-10-30,international-friendly
New Caledonia,Solomon Islands,2,0,1989-10-30,international-melanesia-cup
Fiji,New Caledonia,3,0,1989-10-31,international-melanesia-cup
Guinea,Iraq,1,0,1989-10-31,international-friendly
Papua New Guinea,Vanuatu,3,0,1989-10-31,international-melanesia-cup
Iran,Yemen DPR,2,0,1989-11-01,international-friendly
Tunisia,Algeria,0,0,1989-11-01,international-friendly
Lebanon,Uganda,0,2,1989-11-02,international-friendly
Guinea,Iran,1,1,1989-11-03,international-friendly
Iraq,Yemen DPR,6,2,1989-11-03,international-friendly
New Caledonia,Vanuatu,5,1,1989-11-03,international-melanesia-cup
Papua New Guinea,Solomon Islands,0,0,1989-11-03,international-melanesia-cup
Qatar,Egypt,0,2,1989-11-03,international-friendly
Fiji,Solomon Islands,0,0,1989-11-04,international-melanesia-cup
Kuwait,Uganda,1,1,1989-11-04,international-friendly
New Caledonia,Papua New Guinea,2,1,1989-11-04,international-melanesia-cup
Guinea,Yemen DPR,0,1,1989-11-05,international-friendly
Iran,Iraq,0,0,1989-11-05,international-friendly
United States,El Salvador,0,0,1989-11-05,international-concacaf-championship
Iran,Uganda,2,2,1989-11-08,international-friendly
Kuwait,Iraq,1,2,1989-11-08,international-friendly
Italy,Algeria,1,0,1989-11-11,international-friendly
Iraq,Uganda,1,1,1989-11-12,international-friendly
Kuwait,Iran,1,0,1989-11-12,international-friendly
Brazil,Yugoslavia,0,0,1989-11-14,international-friendly
United States,Bermuda,2,1,1989-11-14,international-friendly
Albania,Poland,1,2,1989-11-15,international-fifa-world-cup-qualification
Austria,German DR,3,0,1989-11-15,international-fifa-world-cup-qualification
England,Italy,0,0,1989-11-15,international-friendly
Germany,Wales,2,1,1989-11-15,international-fifa-world-cup-qualification
Greece,Bulgaria,1,0,1989-11-15,international-fifa-world-cup-qualification
Malta,Republic of Ireland,0,2,1989-11-15,international-fifa-world-cup-qualification
Netherlands,Finland,3,0,1989-11-15,international-fifa-world-cup-qualification
Portugal,Czechoslovakia,0,0,1989-11-15,international-fifa-world-cup-qualification
Romania,Denmark,3,1,1989-11-15,international-fifa-world-cup-qualification
Russia,Turkey,2,0,1989-11-15,international-fifa-world-cup-qualification
Scotland,Norway,1,1,1989-11-15,international-fifa-world-cup-qualification
Spain,Hungary,4,0,1989-11-15,international-fifa-world-cup-qualification
Switzerland,Luxembourg,2,1,1989-11-15,international-fifa-world-cup-qualification
Egypt,Algeria,1,0,1989-11-17,international-fifa-world-cup-qualification
France,Cyprus,2,0,1989-11-18,international-fifa-world-cup-qualification
Trinidad and Tobago,United States,0,1,1989-11-19,international-concacaf-championship
Tunisia,Cameroon,0,1,1989-11-19,international-fifa-world-cup-qualification
Senegal,Central African Republic,3,0,1989-11-21,international-friendly
Ghana,Guinea,1,1,1989-11-26,international-friendly
Liberia,Guinea,2,0,1989-11-28,international-friendly
Liberia,Ghana,1,1,1989-11-29,international-friendly
Botswana,Zambia,2,1,1989-12-01,international-friendly
Central African Republic,Chad,1,1,1989-12-02,international-udeac-cup
Kenya,Uganda,2,1,1989-12-02,international-cecafa-cup
Malawi,Zanzibar,0,0,1989-12-02,international-cecafa-cup
Tanzania,Zimbabwe,0,3,1989-12-03,international-cecafa-cup
Congo,Gabon,1,0,1989-12-03,international-udeac-cup
Central African Republic,Cameroon,1,2,1989-12-04,international-udeac-cup
Congo,Gabon,0,2,1989-12-05,international-udeac-cup
Kenya,Tanzania,2,1,1989-12-05,international-cecafa-cup
Chad,Cameroon,0,1,1989-12-06,international-udeac-cup
Uganda,Zimbabwe,1,1,1989-12-06,international-cecafa-cup
Zambia,Zanzibar,1,0,1989-12-06,international-cecafa-cup
Chad,Congo,2,1,1989-12-08,international-udeac-cup
Tanzania,Uganda,1,5,1989-12-08,international-cecafa-cup
Kenya,Zimbabwe,2,1,1989-12-09,international-cecafa-cup
Malawi,Zambia,0,0,1989-12-09,international-cecafa-cup
Central African Republic,Gabon,2,0,1989-12-10,international-udeac-cup
Chad,Cameroon,0,0,1989-12-11,international-udeac-cup
Chad,Gabon,0,2,1989-12-12,international-udeac-cup
England,Yugoslavia,2,1,1989-12-13,international-friendly
Spain,Switzerland,2,1,1989-12-13,international-friendly
Uganda,Zambia,3,1,1989-12-13,international-cecafa-cup
Central African Republic,Cameroon,1,2,1989-12-13,international-udeac-cup
Kenya,Malawi,0,1,1989-12-14,international-cecafa-cup
Kenya,Zambia,1,0,1989-12-15,international-cecafa-cup
Malawi,Uganda,3,3,1989-12-16,international-cecafa-cup
Netherlands,Brazil,0,1,1989-12-20,international-friendly
Italy,Argentina,0,0,1989-12-21,international-friendly
Senegal,Sierra Leone,1,0,1989-12-24,international-friendly
Senegal,Algeria,0,0,1989-12-31,international-friendly
Algeria,Mali,5,0,1990-01-12,international-friendly
Algeria,Cameroon,3,1,1990-01-14,international-friendly
Greece,Belgium,2,0,1990-01-17,international-friendly
Mexico,Argentina,2,0,1990-01-17,international-friendly
Malawi,Tanzania,2,2,1990-01-20,international-friendly
Eswatini,Botswana,3,1,1990-01-20,international-friendly
Botswana,Malawi,2,2,1990-01-21,international-friendly
Kuwait,France,0,1,1990-01-21,international-friendly
Eswatini,Tanzania,0,1,1990-01-21,international-friendly
Botswana,Tanzania,0,0,1990-01-23,international-friendly
France,German DR,3,0,1990-01-24,international-friendly
Liberia,Senegal,0,1,1990-01-24,international-friendly
Nigeria,Ivory Coast,2,0,1990-01-25,international-friendly
United Arab Emirates,Egypt,1,2,1990-01-25,international-friendly
Kuwait,German DR,1,2,1990-01-26,international-friendly
Ivory Coast,Liberia,1,0,1990-01-27,international-friendly
United Arab Emirates,Egypt,1,0,1990-01-27,international-friendly
Nigeria,Senegal,1,1,1990-01-28,international-friendly
Thailand,Kenya,2,1,1990-01-29,international-king's-cup
Colombia,Uruguay,0,2,1990-02-02,international-miami-cup
Indonesia,Kenya,2,3,1990-02-02,international-king's-cup
Iran,Poland,0,2,1990-02-02,international-friendly
United States,Costa Rica,0,2,1990-02-02,international-miami-cup
Algeria,Romania,0,0,1990-02-04,international-friendly
Costa Rica,Uruguay,0,2,1990-02-04,international-miami-cup
Iran,Poland,0,1,1990-02-04,international-friendly
South Korea,Norway,2,3,1990-02-04,international-malta-international-tournament
United States,Colombia,1,1,1990-02-04,international-miami-cup
Thailand,Indonesia,1,1,1990-02-05,international-king's-cup
United Arab Emirates,Denmark,1,1,1990-02-05,international-friendly
Malta,Norway,1,1,1990-02-07,international-malta-international-tournament
Malta,South Korea,1,2,1990-02-10,international-malta-international-tournament
Uganda,Mauritius,4,1,1990-02-10,international-friendly
Kuwait,Poland,1,1,1990-02-11,international-friendly
Togo,Cameroon,1,1,1990-02-11,international-friendly
United Arab Emirates,Finland,1,1,1990-02-12,international-friendly
